资产源片段,Asset source fragment,
资产库操作符,Operators for asset library,
添加修正平滑修改器。,Add a corrective smooth modifier.,
添加修正平滑,Add Corrective Smooth,
mhmask-no-smooth,mhmask-no-smooth,
将所有形状键烘焙为最终网格。警告：执行此操作后，您将无法再调整目标,Bake all shape keys into a final mesh. WARNING: You will no longer be able to adjust targets after doing this,
烘焙形状键,Bake shapekeys,
删除所有辅助几何体。这也会删除用于隐藏辅助工具的遮罩操作符。警告：执行此操作后，您将无法装备许多衣服,Delete all helper geometry. This will also delete the mask operator for hiding helpers. WARNING: You will not be able to equip many clothes after doing this,
删除助手,Delete helpers,
MPFB 骨骼策略,MPFB Bone Strategies,
骨骼,bone,
关节,Joint,
顶点,Vertex,
平均值,Mean,
XYZ,XYZ,
不匹配,No match,
未知,Unknown,
无顶点,No vertices,
更改为,Change to:,
偏移：,Offset:,
根据策略重新计算骨骼头部或尾部位置的操作符。,Operator for recomputing bone head or tail position from strategy.,
复制相邻骨骼的策略，使其与该策略的末端相接触。不会替换锁定的策略，除非其他骨骼的策略也被锁定,"Copy strategies from adjacent bones that touch ends with this one. Will not replace locked strategies, unless the other bone's strategy is also locked",
复制连接策略,Copy Connected Strategies,
根据策略重新计算骨骼末端位置,Recompute bone end position from strategy,
重新应用策略,Reapply Strategy,
尾部,Tail,
将选定顶点保存到策略中,Save selected vertices to strategy,
保存顶点,Save Vertices,
切换,Switch,
保存,Save,
索引,Index,
根据骨骼位置策略重新计算骨骼头部或尾部偏移的操作符。,Operator for recomputing bone head or tail offset from bone position strategy.,
根据末端位置和策略结果之间的差值设置骨骼末端偏移,Set bone end offset from the difference between end position and strategy result,
设置骨端偏移,Set Bone End Offset,
设置骨端策略,Set bone end strategy,
设置骨端策略,Set Bone End Strategy,
策略,Strategy,
设置滚动策略,Set roll strategy,
设置滚动策略,Set Roll Strategy,
切换到网格并选择策略顶点,Switch to mesh and select strategy vertices,
显示策略顶点,Show Strategy Vertices,
选择,Select,
切换到网格,Switch to the mesh,
该文件包含开发人员面板。,This file contains the developer panel.,
为了强制重新加载可用记录仪。这其实并不需要。,In order to force a reload of the available loggers. This shouldn't really be needed.,
各种开发人员功能的用户界面。,UI for various developer functions.,
开发人员,Developer,
使用默认的组合日志,Use default for combined log,
请参见测试目录中的 README,See README in test dir,
该文件包含节点编辑器的开发者面板。,This file contains the developer panel for the node editor.,
各种节点开发人员功能的用户界面。,UI for various node developer functions.,
节点开发人员,Node developer,
此模块包含各种开发人员功能。,This module contains functionality for various developer stuff.,
设置 v2 节点组的功能,Functionality for setting up v2 node groups,
确保 v2 节点组存在。,Ensure v2 node groups exist.,
创建组,Create groups,
删除所有 MPFB 节点组的功能,Functionality for removing all MPFB node groups,
删除所有以 mpfb 开头的组,Remove all groups starting with mpfb,
销毁组,Destroy Groups,
导出日志文件的功能,Functionality for exporting log files,
将日志导出到文件,Export log to file,
导出日志,Export log,
列出日志级别的功能,Functionality for listing log levels,
向控制台列出日志级别,List log levels to the console,
列出日志级别,List log levels,
从 json 加载节点树,Load node tree from json,
加载节点,Load nodes,
根据 json 中的定义加载钻机,Load rig from definition in json,
加载钻机,Load rig,
根据 json 中的定义加载权重。注意，基本网格必须以相关钻机为父网格才能执行此操作,Load weights from definition in json. NOTE that the base mesh must have the rig in question as a parent for this to work,
加载权重,Load weights,
用 v2 皮肤替换节点树的功能,Functionality for replacing a node tree with v2 skin,
擦除当前节点树并插入 v2 皮肤材料,Wipe current node tree and insert v2 skin material,
重置日志级别的功能,Functionality for resetting log levels,
将日志级别重置为默认级别。这将删除所有日志级别重置,Reset log levels to the default. This will remove all log level overrides,
重置日志级别,Reset log levels,
重建阴影节点类型 v2 模型的功能。,Functionality for reconstructing the shade node type v2 model.,
警告：这是一个代码生成工具，会覆盖插件目录中的相应源代码文件。仅在您知道自己在做什么的情况下使用。,WARNING: this is a code generation utility and will overwrite corresponding source code files in the addon directory. Only use if you know what you are doing.,
重写节点类型,Rewrite node types,
将节点树保存为 json,Save node tree as json,
保存节点,Save nodes,
以 json 格式保存装备定义,Save rig definition as json,
保存钻机,Save rig,
以 json 格式保存权重,Save weights as json,
保存权重,Save weights,
设置日志级别的功能,Functionality for setting log levels,
,"""Set a log level override for a channel. If the \""default\"" channel is selected"," set the default log level"""
设置日志级别,Set log level,
运行单元测试的功能。使用前请参阅测试目录中的 README。,Functionality for running unit tests. See README in the test directory before using this.,
运行单元测试。查看控制台输出结果,Run unit tests. See console output for results,
运行单元测试,Run unit tests,
将节点组写入 v2 模型复合目录的功能,Functionality for writing a node group to v2 model composite directory,
将代表选定节点组的代码生成到复合目录中,Generate the code representing a selected node group to the composite directory,
写入复合目录,Write composite,
将节点树写入 v2 模型材料目录的功能,Functionality for writing a node tree to v2 model material directory,
在材料目录中生成代表材料的代码,Generate the code representing a material to the materials directory,
写入材料,Write material,
用于开发人员的操作符,Operators for developer stuff,
该文件包含目录资源面板。,This file contains the dir resources panel.,
用于打开目录链接的用户界面。,UI for opening dir links.,
目录,Directories,
此模块包含加载服装的功能。,This module contains functionality for loading clothes.,
用于打开目录浏览器的操作符,Operator for opening dir browser,
打开目录浏览器,Open dir browser,
打开,Open,
路径,path,
打开路径,Path to open,
用于打开网址的操作符,Operators for opening urls,
皮肤材质预设,Skin material presets,
这将加载在上述下拉菜单中选择的增强材质设置，并使用这些设置更新所选对象的材质,"This will load the enhanced material setting selected in the dropdown above, and use these to update the materials on the selected object",
应用所选预设,Apply selected presets,
这将覆盖所选的增强材质设置，使用所选对象材质的值,"This will overwrite the selected enhanced material settings, using values from the selected object's material",
覆盖设置,Overwrite settings,
此操作将保存新的增强材质设置，并从上面的文本字段中输入名称，同时使用所选对象材质中的值,"This will save new enhanced material settings with a name from the text field above, using values from the selected object's material",
保存新设置,Save new settings,
该文件提供了保存/加载眼睛材质设置的用户界面,This file provides UI for saving/loading eye material settings,
保存/加载眼睛材质设置的面板。,Panel for saving/loading eye material settings.,
眼睛材质预设,Eye material presets,
该模块提供保存/加载眼睛材质设置的用户界面,This module provides UI for saving/loading eye material settings,
加载和应用眼睛材质设置的操作员。,Operator for loading and applying eye material settings.,
这将加载在上述下拉菜单中选择的眼睛材质设置，并使用这些设置更新所选对象上的材质。,"This will load the eye material setting selected in the dropdown above, and use these to update the materials on the selected object",
覆盖现有眼睛材质设置的操作员。,Operator for overwriting existing eye material settings.,
此操作将覆盖所选的眼睛材质设置，并使用所选对象材质中的值。,"This will overwrite the selected eye material settings, using values from the selected object's material",
保存新眼睛材质设置的操作符。,Operator for saving new eye material settings.,
此操作将使用所选对象材质中的值，用上面文本框中的名称保存新的眼睛材质设置。,"This will save new eye material settings with a name from the text field above, using values from the selected object's material",
具有实际写入眼睛材质设置功能的模块。,Module with function for actually writing eye material settings.,
保存/加载眼睛材质设置的操作符,Operators for saving/loading eye material settings,
人体预设,Human presets,
这将覆盖所选的人体预设，使用所选对象中的值,"This will overwrite the selected human presets, using values from the selected object",
覆盖预置,Overwrite presets,
保存新的人类预设,This will save new human preset,
保存新预置,Save new presets,
从 MakeHuman,From MakeHuman,
从 MakeHuman 导入人类,Import human from MakeHuman,
导入人类,Import human,
导入预置,Importer Presets,
这将加载在上面的下拉菜单中选择的导入器预置，并使用这些预置填充下面的字段,"This will load the importer presets selected in the dropdown above, and use these presets to populate the fields below",
加载所选预置,Load selected presets,
此操作将覆盖在上面下拉菜单中选择的导入器预置，并使用下面字段中的值,"This will overwrite the importer presets selected in the dropdown above, using values from the fields below",
覆盖选定预置,Overwrite selected presets,
这将使用上面文本字段中的名称和下面字段中的值保存新的导入器预置,"This will save new importer presets with a name from the text field above, using values from the fields below",
保存新的导入器预设,Save new importer presets,
该文件包含加载衣服面板。,This file contains the load clothes panel.,
用于加载 MHCLO 文件的用户界面。,UI for loading MHCLO files.,
加载 MHCLO,Load MHCLO,
导入 MHCLO 服装的操作员。,Operator for importing MHCLO clothes.,
从 MHCLO 文件加载衣服,Load clothes from MHCLO file,
从文件加载衣服,Load clothes from file,
加载衣服的操作符,Operators for loading clothes,
包含 Makeclothes 主用户界面的文件,File containing main UI for makeclothes,
MakeClothes 主面板。,MakeClothes main panel.,
制作衣服,MakeClothes,
警告: MakeClothes,WARNING: MakeClothes has,
尚未移植。,not been ported yet.,
仅可提取衣服。,Only clothes extraction works.,
要创建衣服，请使用,"TO CREATE CLOTHES, USE THE",
单机版,STANDALONE VERSION OF,
的独立版本,MAKECLOTHES FOR NOW,
此模块提供了创建 makehuman 衣服的功能。,This module provides functionality for creating makehuman clothes.,
操作员可从基础网格助手中创建模板衣服。,Operator for creating template clothes from base mesh helpers.,
从基本网格助手中提取衣服,Extract clothes from base mesh helpers,
提取衣服,Extract clothes,
将网格设置为衣服的操作器。,Operator for setting mesh as clothes.,
将网格类型设置为衣服,Set mesh type to clothes,
标记为衣服,Mark as clothes,
写入 MHCLO 文件的操作符。,Operator for writing a MHCLO file.,
将衣服导出为 MHCLO/OBJ,Export clothes to MHCLO/OBJ,
写入服装,Write clothes,
文件路径,File Path,
用于导出文件的文件路径,Filepath used for exporting the file,
MakeClothes 的操作符。,Operators for MakeClothes.,
包含 Makepose 主用户界面的文件,File containing main UI for makepose,
MakePose 主面板。,MakePose main panel.,
制作姿势,MakePose,
此模块提供创建 makehuman 姿势的功能。,This module provides functionality for creating makehuman poses.,
从 json 加载动画,Load animation from json,
加载动画,Load animation,
将动画保存为 json,Save animation as json,
保存动画,Save animation,
将姿势保存为 json,Save pose as json,
保存姿势,Save pose,
MakePose 的操作符。,Operators for MakePose.,
包含骨骼用户界面的文件,File containing bones UI for makerig,
MakeRig 骨头面板,MakeRig bones panel.,
管理骨骼,Manage bones,
需要衔铁处于活动状态,Need armature as active,
也选择基材,Select basemesh too,
仅限编辑模式,Edit mode only,
精确选择一个骨骼,Select exactly one bone,
包含 makerig 主用户界面的文件,File containing main UI for makerig,
MakeRig 主面板。,MakeRig main panel.,
制作装配体,MakeRig,
包含权重用户界面的文件,File containing weights UI for makerig,
MakeRig 权重面板。,MakeRig weights panel.,
管理权重,Manage weights,
选择 2 个纟,Select 2 armatures,
纟必须是活动对象,Armature must be active object,
纟必须有基网子对象,Armature must have basemesh child,
SRC 装配： ,SRC rig: ,
DST 装配： ,DST rig: ,
此模块提供创建 makehuman 装配的功能。,This module provides functionality for creating makehuman rigs.,
将权重从一个网格转移到另一个网格的功能,Functionality for transfering weights from one mesh to another,
为占据相同位置的骨骼转移权重,Transfer weights for bones which occupy the same location,
自动转移权重,Auto transfer weights,
调整编辑骨骼位置的功能,Functionality for adjusting location of edit bone,
将头部和尾部移至关节立方体中心,Move head and tail to center of joint cubes,
移动到立方体,Move to cubes,
MakeRig 的操作符。,Operators for MakeRig.,
包含 Makekin 主用户界面的文件,File containing main UI for makeskin,
MakeSkin 主面板。,MakeSkin main panel.,
制作皮肤,MakeSkin,
此模块提供创建 Makehuman 材质的功能。,This module provides functionality for creating makehuman materials.,
用于创建 MakeSkin 材质模板的操作符。,Operator for creating a template MakeSkin material.,
创建模板材质,Create template material,
创建材质,Create material,
导入 MHMAT 材料的操作员。,Operator for importing MHMAT material.,
导入 MHMAT,Import MHMAT,
导入材料,Import material,
写入 MHMAT 文件的操作符。,Operator for writing a MHMAT file.,
将材料写入皮肤库,Write material to skin library,
存储在库中,Store in library,
将材料写入 MHMAT 文件,Write material to MHMAT file,
保存为 MHMAT,Save as MHMAT,
用于制作皮肤的操作符。,Operators for MakeSkin.,
包含 maketarget 主用户界面的文件,File containing main UI for maketarget,
MakeTarget 主面板。,MakeTarget main panel.,
制作目标,MakeTarget,
此模块提供创建 Makehuman 目标的功能。,This module provides functionality for creating makehuman targets.,
用于创建 MakeTarget 目标模板的操作符。,Operator for creating a template MakeTarget target.,
创建主目标,Create primary target,
创建目标,Create target,
用于导入 MHMAT 目标的操作符。,Operator for importing MHMAT target.,
导入代理特定目标,Import proxy-specific target,
导入目标,Import target,
将目标数据转入控制台,Dump target data to console,
打印目标,Print target,
将左侧复制为右侧镜像的操作符。,Operator for making left side a mirrored copy of right side.,
将模型的右侧镜像复制到左侧，使其对称,Symmetrize by taking the right side of the model and copy it mirrored to the left side,
将 -x 复制到 +x,Copy -x to +x,
操作符，用于将右侧复制为左侧的镜像副本。,Operator for making right side a mirrored copy of left side.,
将模型的左侧镜像复制到右侧，使之对称,Symmetrize by taking the left side of the model and copy it mirrored to the right side,
将 +x 复制到 -x,Copy +x to -x,
将代理目标写入ptarget 文件,Write proxy-specific target to ptarget file,
保存代理专用目标,Save proxy-specific target,
将目标写入目标文件。要执行此操作，必须先在网格上创建主目标,"Write target to target file. In order to do this, you must first have created a primary target on the mesh",
保存目标,Save target,
MakeTarget 的操作符。,Operators for MakeTarget.,
包含 makeweight 主界面的文件,File containing main UI for makeweight,
MakeWeight 主面板。,MakeWeight main panel.,
制作重量,MakeWeight,
此模块提供创建 makehuman 权重的功能。,This module provides functionality for creating makehuman weights.,
用于导入 MHMAT 权重的操作符。,Operator for importing MHMAT weight.,
从 json 导入权重,Import weights from json,
导入权重,Import weights,
将权重保存到权重文件,Save weights to weight file,
通过查找所有右侧骨组并将其权重复制到相应的左侧骨组来实现对称,Symmetrize by finding all right-side bone groups and copying their weights to the corresponding left-side bone groups,
将右侧复制到左侧,Copy right to left,
通过查找所有左侧骨组并将其权重复制到相应的右侧骨组来实现对称,Symmetrize by finding all left-side bone groups and copying their weights to the corresponding right-side bone groups,
从左向右复制,Copy left to right,
删除顶点组权重信息的操作符。,Operator for removing weight info from a vertex group.,
删除所选顶点组中的所有权重信息,Wipe all weight information from the selected vertex group,
截断,Truncate,
MakeWeight 的操作符。,Operators for MakeWeight.,
材质,Material,
清除所有当前材质，并在选定对象上添加 v2 皮肤材质,Wipe all current materials and add a v2 skin material on the selected object,
创建 v2 皮肤,Create v2 skin,
法线贴图材质,NormalmapTexture,
在材质中设置法线贴图的操作符。,Operator for setting a normal map in a material.,
通过更改材质的法线贴图或为其添加法线贴图来调整材质,Adjust material by changing its normalmap or adding a normalmap to it,
设置法线贴图,Set normalmap,
模型,Model,
用于制作人体模型的宏子面板,Macro subpanel for modeling humans,
人体宏建模面板。,Human macro modeling panel.,
表型,phenotype,
建模面板的图标,Icons for the modeling panels,
人类建模的目标子面板,Target subpanels for modeling humans,
人类建模面板,Human modeling panel,
-,-,
左,Left:,
右,Right:,
值：,Value:,
"""此修改器不是对立目标的组合（\""decr-incr\""","""This modifier is not a combination of opposing targets (\""decr-incr\"""," \""in-out\""...)"""
r-,r-,
l-,l-,
这个修改器是对立目标的组合（decr-incr）,"""This modifier is a combination of opposing targets (\""decr-incr\"""," \""in-out\""...)"""
设置目标值,Set target value,
该模块为人类建模提供功能。,This module provides functionality for modeling humans.,
用于修剪形状键的操作符。,Operator for pruning shapekeys.,
删除权重小于 0.0001 的所有形状键,Remove all shape keys with a weight of < 0.0001,
修剪形状键,Prune shapekeys,
重装人体操作器,Operator for refitting a human.,
将衣服、肢体、代理和装配重新装入基模。如果在添加此类资产后更改了建模滑块，则需要执行此操作,"Refit clothes, bodyparts, proxy and rig to the basemesh. This is needed if you have changed modeling sliders after having added such assets",
将资产重新装入基模,Refit assets to basemesh,
建模操作符。,Operators for modeling.,
包含从预设创建人类的主用户界面的文件,File containing main UI for creating humans from presets,
从预设主面板创建人类。,Create human from preset main panel.,
从预设,From presets,
包含用于创建新人类的主用户界面的文件,File containing main UI for creating new humans,
从零开始创建人类主面板。,Create human from scratch main panel.,
从零开始,From scratch,
本模块提供创建新人类的功能。,This module provides functionality for creating new humans.,
创建新人类对象的操作员。,Operator for creating a new human object.,
创建新人类,Create a new human,
创建人类,Create human,
根据预设创建新人类对象的操作员。,Operator for creating a new human object from presets.,
从 MHM 创建新人类,Create a new human from MHM,
导入 MHM,Import MHM,
从预置创建新人类,Create a new human from presets,
人类。,human.,
新人类的操作符。,Operators for new human.,
姿势,Poses,
将姿势应用为静止姿势并处理子网格后果的操作符。,Operator for applying a pose as rest pose and handle the consequences for child meshes.,
将姿势应用为其余姿势。警告：这也会烘干所有形状键，并导致无法进一步建模,Apply pose as rest pose. WARNING: This will also bake all shape keys and make it impossible to do further modeling,
应用其余姿势,Apply as rest pose,
从源装配体复制一个姿势到多个目标装配体的操作符。,Operator for copying a pose from a source rig to a number of target rigs.,
从活动姿势复制到选定姿势。也就是说，首先选择所有目标，然后选择源。可以同时复制到多个目标。,"Copy pose from active to selected. Ie, first select all targets, then select the source. You can copy to multiple targets at the same time",
复制姿势,Copy pose,
辅助装配,Rig helpers,
这将把所有选中的辅助工具添加到活动纟中,This will add all selected helpers to the active armature,
添加辅助体,Add helpers,
这将从活动翘板中移除所有辅助工具,This will remove all helpers from the active armature,
删除辅助器,Remove helpers,
这是转换为 rigify 功能的用户界面。,This is the UI for the convert to rigify functionality.,
rigfy 功能面板。,The rigfy functionality panel.,
转换为 rigify,Convert to rigify,
"将 ""armature ""转换为 ""rigify",Convert rig to rigify,
装配,Rigify,
设置雕刻,Set up for sculpt,
将所有形状键烘焙为最终网格，并可选择执行其他适合开始雕刻项目的操作。警告：执行此操作后，您将无法再调整目标,Bake all shape keys into a final mesh and optionally perform other operations suitable for starting a sculpt project. WARNING: You will no longer be able to adjust targets after doing this,
设置雕刻网格,Set up mesh for sculpt,
烘焙对象（烘焙时选择第二个对象）,Object to bake to (select second when baking),
雕刻对象（烘焙时选择第一个对象）,Object to sculpt (select first when baking),
雕刻法线贴图,Sculpt normal map,
此文件包含网络资源面板。,This file contains the web resources panel.,
用于打开网页链接的用户界面。,UI for opening web links.,
网络资源,Web resources,
用于打开网页浏览器的操作界面,Operator for opening web browser,
打开网页浏览器,Open web browser,
网址,url,
要打开的地址,Address to open,
